positive,text
1,いやはや恥かいた〜。桃鉄も、スパ王も、なんにも知らんな私は。今日わかったことは、腰がいたくないと楽しいってことかな！オヤスミナサイ…
1,すんごい雨…新成人の皆さんおめでとうございます。そして御苦労様…てか福くん可愛いな〜@いいとも
1,掃除してやるぜ！
1,うし！でかける！その勢いでご飯食べる！夜ごはん仲間募集〜！
1, はっ！こんな時間。でも慌てて眠らなくていいんだ！コロッケ食べてやる！
1,西島秀俊、未婚やった。どうしよう、一刻も早くエステにいかねば！！
1,今週から観たい映画がめじろ押し。ted、ライフオブパイ、つやのよる、ストロベリーナイト… 話題のレ・ミゼラブルも観たいし、２月公開のもいくつか気になるし…休みが足りないな。
1,みんな！最高の離婚が始まったぞ！
1,毎日毎日飽きもせず、己の未熟さにへこむ。でも当たり前じゃないか！人生まだ半分も来てないんだから！ そう思ってがんばります。100まで生きてやる!!
1,みんな！目覚ましテレビを見るんだ！朝からいいものみた♡
2,朝からかっこいー！いや、可愛いぜ菊田〜！
1,速報】飲み物が5.5L届きました。明後日くらいまで飲むものには困らなそうです笑 ありがとう。
1,決めました。今年は、車の免許とります。あと、台湾行きます。
1,そういや昨日の夢にマキダイ出てきた。途中で起きたから続き見たかったけど見れんかった…でも練習したらいけそうな気がする。
1,がんばれ！
2,久しぶりに笑いながら帰ってきた。大好きな友達とご飯を食べるって、この上ない幸せ。
1,誰か鍋食べにいこお〜または鍋に呼んでください！味噌鍋とかチゲとか濃い〜のん食べたい！あ、カレー鍋でも可… 笑
1,最近、バターの代わりにパンにクリームチーズを塗って食べるのにはまっています。先程、今日頂いた「チョコ食パン」を美味しくいただいていたのところ、途中でつい魔がさしてクリームチーズを…。が！う、うまい！甘さと酸っぱさの攻防戦！ヤバイ、また一つ、あほ食いおやつが増えてしまった…
1,明日も明後日も、いい日でありますよーに。
1,映画「ストロベリーナイト」観た。あかーん！あれはあかーん！大沢たかお渋すぎる。彼は私が最近提唱している「男は経年変化」を、今最も体現している人だと思う。
1,結局昨日はジムで汗を流し、そのまま飲みに行き、カラオケで暴れ、精も根も尽き果てて眠りに落ちた。喉がいたい…
1,しかし昨日のカラオケは気持ちよく歌えた。ちょっと練習しよ。オヤスミナサイ…
1,今日もアジアの屋台のような個性的な夕飯を食べた。食べ過ぎた。明日も頑張るぜ。オヤスミナサイ
1,「ハァ…」♪白いため息で〜曇ったまぁどににーじむ、イールーミーネイションっ♪
1,その前にカット行こかな〜♪
1,今日はクリームバスに全身マッサージに、プチ贅沢した。土日を乗りきるぞ！っしゃーこいコノヤローッ！
2,昨日はよく遊んだ。千本鳥居に挑むため、まずはアイスとコロッケ。そして名物いなり寿司♪お花見屋台でサイコロステーキ、そして湯豆腐に日本酒！いい気分でそぞろ歩き、うどん食べ比べで満腹かと思いきやパンケーキ求めて徘徊、最後はありえない暗さのbarでフィニッシュ。体が重い…笑
1,梅田彩佳可愛いなぁ…！
1,あわわ！今最も脂の乗ってる40代、福山と大沢がガリレオで共演している！
1,ヤバイ。宮沢りえヤバイ。あのCMは、メガネ買お！ってなる！んで赤リップしよ！って、なるやろぉ！
1,携帯が壊れて代機生活。いち早くFacebook入れたものの、バタバタでわすれてました。ただいま、Twitter！
1,喉痛い。耳聞こえない。節々いたい…
1,さー明日からまた働きますよ！爽やかに起きてやる！おやすみなさい！
2,改装後初仕事！いつもより早めに行ったらすでにお客さんが！そして最後のお客さんは、去年衝撃の再開を果たした、初来店の小、中学の友達でした。いやぁありがたやありがたや…
1,ラストシンデレラ。あかんあかん、ものすごくあかん展開になってきたぞー！
1,「ハンコック」…めっちゃいいやん。
1,今住んでる部屋、ベッドに寝転がって窓を見上げると、ちょうどいい位置に月がきれいに見える。古いし引っ越しを考えることもあるけど、中々手離せない理由のひとつなんだよなぁ。
1,今日はほんまによく待ってもらった。 ほとんどの人が30分は待ったと思う。 お待たせしたのはダメなことだけど、満足のいく仕事ができたと思う。 ピリピリせずにやれたのが大きな進歩や…ハミングを挟みながら。 もっと楽にいこ〜♪
2,のどごし生のCM、だんだんエスカレートしてきてる！ ジャッキーとしょこたんとの共演！カンフーファン憧れの鉄板シーンの連続！めっちゃいいやん！めっちゃいいやん！うらやましすぎる！！
1,物を捨てることで雑念を捨てるでお馴染みの断捨離を実践していますが、 本当はバイクのみならずテレビもPCも掃除機や洗濯機や新しい浴衣とか靴とか素敵なチャリとか、 もう物欲だらけなんだ！
2,自作のコラージュを壁紙にしたら、すごくちょうどよく設定できたのでにんまりしています。
2,うわぁ！たまたまスッキリ見てたらMIYAVI！セットアップ素敵〜♡爽やか〜♡
2,日本橋ヨヲコ先生からリプライが！初めて、ご本人と作品以外で繋がれた！ 今、私はものすごく興奮している！
1,日本橋先生のせいで(おかげで)漫画熱が再燃している。 コンプしたい、コンプしたい…
1,ヤバい。久々に来た。なぜ今までノーマークだったんだろ？ 紀里谷和明、ドンズバ…！！
1,布袋さん、MISIAとも演ってたんや。 Back in love again、すてきやん？
1,コンビニで買った水を飲みながら歩く。 涼しいなぁ。もう秋の気配だね〜
1,お寿司食べ過ぎておなかいたい。しあわせものだな私は。
2,三四郎さんからリツイきた！公演チケットのことやし当たり前かもしれんけど、めっちゃ嬉しい〜(>_<) あぁ〜楽しみだなぁ〜♪
1,舘ひろしの声のきれいさに焦る。
1,ただいま休憩。初NGKに大キョドりでしたが、こなれてきた！ 雀々さん、さすがの迫力！
1,先ほどのスイッチツィートを投稿するやいなや、別件へのリプライ。 ほんまにマメな人やなぁ… 私の心拍数をあげる天才、桂三四郎というひと…
1,さぁ今日も夜更かししてしまったので、「蒸気でアイマスク」して寝る！ 今日は新発売のメントール！
1,今日は三宮まで遠征。 神戸の女の子は、やっぱりなんとなしに大阪とは違う気がする。 帰りの電車の中、可愛いな〜と思ってた女子がこぞって芦屋で降りた。 なるほど…と思うのは偏見だろうか。
1,あれっ？ 山口の達っつぁんが、痩せてるよ？ 髪がストレートだよ？格好いいぽいよ！
1,のんだなー！もはや、色んな人がいとおしい。会う人会う人ハグしたい感じ！ 幸せにねむるるる〜(´∇｀)
1,森三中黒沢の即興の歌、結構好きで見てしまうんだけど、 今テレビ見てたら黒沢が出てきて、例のごとく歌いはじめて、ノッてきたところで渡辺直美が踊りながらフレームインしてきた。 あかん、めっちゃおもろい。笑
1,三四郎さんからまたもやリプ！ あぁ…幸せ…(´∇｀*)
1,からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！
2,わーい！ポンバシ先生からも返信が！
2,続いてまさかのなゆゆからも返信が！嬉しい〜(´∇｀)
1,よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。
1,ともちゃん、歌声は健在どころかパワーアップしてるし、 このアラフォーは可愛すぎるやろ。
1,川崎麻世なう。 麻世やばい！めっちゃキレイ！
2,お風呂で802かけてポトフーを食べながらビートたけし読んでる今がほんとにしあわせ〜(´∇｀)♡ ポトフじゃないよ、ポ、とフー、ですよ。
1,久々に何もない休日。 歯医者いったし、洗濯したし、コンタクト買いたいけどまだあるし。 縛られるものが何もない。 たのしい。
1,さあ寝よう。 と思ったら、ヴィジュアル系とはなんぞや？と解説する番組が始まり、面白くて寝られない。 続々と出てくる名前に興奮が止まらない。
2,今日は満足できる仕事ができた。 うれしい。
1,じぇいそーるぶらざーずはじめてちゃんとみた。 え、かっこいいやん！
1,【速報】コンビニののり巻きを、初めて上手に取り出せました！
1,久しぶりにまつげをつけてもらった。 これで、マスカラをする、というステップを省ける。 夢の起きてすぐ出掛けられる顔面、まであと少し！
1,アラサーちゃん実写版はじまってるー！
1,るろ剣映画見てアニメ思い出すなう。 るろ剣のテーマソングが名作揃いなのは、もはや常識ですよね！
1,関ジャニ丸山が好きすぎてヤバイ。 あと6分でマルが！
1,実写版アラサーちゃんのオープニングが可愛すぎて発狂しそう。
1,四年前NHK「龍馬伝」で福山雅治の幼少期を演じ、めちゃんこ可愛い！ 可愛すぎる！と話題になった濱田龍臣くん。 そのあとからマメピカのCMに出ているのだけれど、最新版では、もうすごく大人になっていて、どーしたらいいかわからない。
1,地毛なのかパーマなのか、巻き毛のわんこみたいで、ほんとにめちゃんこ可愛かったんだよ！
1,誠に地味で申し訳ないのですが、 新しい充電器のおかげで携帯の調子がすこぶる良い。 サクサク！うれしい。
1,ヒロミの今の髪型いいなーっ
2,コヤソニの興奮が冷めない。 しょっぱなからレキシ！もうあとのことはしらん勢いで燃え尽きました。 マジ最高！
1,あと千鳥の大悟に握手してもらった！ テレビで見るよりめっちゃかっこよくて焦った！
1,ティキソゥソゥきたーーっ＼(^o^)／
2,大野くんかっこイー！
2,Mステ、嵐にポルノ、思春期を彩った名曲にドキドキが止まらない。
1,昼顔最終回、読了。ならぬ観了。 予想通り、というか、まぁそうなるわなって結末だったけど、 教え子に真摯に向き合ってくれてよかった。納得。
1,"今朝見た、VAMPS HYDE氏による ""目覚ましじゃんけん""が忘れられない。 なんかもう、いいお父さんの雰囲気。"
1,かっけ〜！ HOTEIかっけ〜っ！！
2,今日は思いがけず久々の友達とお散歩ランチしたり、たまたまミナミの帝王千原ver.観れたり、別の友達ともお互いの予定の合間にお茶飲めたり、 掃除も洗濯もできたし、全てのタイミングがよくて、好きな友達にも会えて、大充実の幸せな一日だった。 あとはゲームして寝よ。 おやすみなさい
1,飲みすぎた。寝る。 でも。いい夜だった。幸せに眠ります
2,ずっと入りたかった飲み屋さんに今日はじめてはいった。 記念に写真でもとりたいくらいだったけど我慢した。 でも、撮ったらよかったな。 それくらい、よい夜でした
1,世にお出ましになったときは、どんなイロモンだと正直思いましたが、 この度出された『日記』が秀逸すぎる。 アラサーちゃんを演じたり、どんどん好きになってきてる。 壇蜜という女(ひと)…
1,ユニクロオオサカの広告。 トータス松本がかっこよすぎて身がよじれる。
1,トータス松本は永遠に、不滅です！
1,みんな！今からフジテレビでかわいこちゃんの方言が聞けるぞー！ 方言女子(男子も)大好物です。
1,かなり年上の友人との晩餐。 顔を合わせたタイミングでごくたまに開催される年に数回のデート。 父親よりも年上の彼との近況報告メインで進む、穏やかな時間が嬉しい。 自分の親とはなかなかできないけど、今日は、大阪の父に親孝行。
1,一仕事終えて今からまた寝る。 朝苦手やけど、悪くないなぁ。
1,からのKinKi ！きゃあきゃあ！
1,ラルク節きたー！hydeきれいなー。でもやっぱりkenヤバイかっこいい！それぞれ個性保って歳とってるね〜
2,可愛いよー！可愛すぎるよ林檎ちゃーん！ きゃあきゃあ！
1,おーラスティネイル！
1,蟹江敬三かっこえー！
1,つきがきれい。
1,鼻かみすぎて治してはまたできているできものにオロナイン塗り塗り。 早々となにかに頼ってしまった方が何事もうまくいくとわかり始めたマイレボリューション。
1,たまたま聞いてたラジオに何となく投稿してぼーっとしてたら、すんなり採用されて読まれたので本当に飛び上がるほど驚いてしまった
1,中学くらいのとき読んでた漫画の作者の方と偶然飲ませていただいた！ めっちゃテンションあがった！ サインもらったらよかった…
2,久々の友達からの呼び出し。 あてもなく車で走ったり、ゲーセンではしゃいだり。 楽しかったな〜。 気がおけない友達、ってこのことなんだろうな。
2,802つけたらペニシリンが！懐かし過ぎる！！きゃあきゃあ！
1,ネイル、ちゃんと教わると自分は何にもできないってわかる。 そーいやカット教わった時も、着付け教わった時もそうだったな。 無知の知、体感中。
1,ドリンクは要らないという私にスイーツと水を差し出す前に、コーヒーはお好きですかと聞いてきた。 好きと答えたら多分、コーヒーをサービスしてくれたのかも。 お姉さん、私はこの甘そうなケーキを先ほどオーダーしたココアと共にいただきますから大丈夫ですよ。
1,書き物がしたくてめったに来ないスタバなう。 決められなくてドリンクとスイーツを時間差でオーダー。 可愛いお姉さんが色々勧めてくれたので、ケーキと、持ち帰り用のドーナツまで購入。 感じよすぎて変な汗かいた。美人に弱い…
1,ハッ！もしかして、それを知っての、水…！？ 惚れてまうやろー！！
1,宮川大介なう。 メガネちゃうで、大花師匠やで。 カラフルな帽子被ってはる。かわい。
1,その件についてよりも、付き合う男はあなたを女王様みたいな気分にさせてくれる人じゃなきゃダメよ。と、フェミニズムの話にまで及んで、ほんまやなぁ〜さすが徹底してるなぁ〜と、感心した。アジア人女性は愛する人のお世話をしすぎてるのかもしれない。
1,学校の先生の質がゴミとかなんとか言っちゃう感じがものすごく癪にさわるので反面教師にさせていただくことにした。 最近勉強を少しサボっていたけど本気でやらなきゃこいつと同じ、いわゆる「ワーホリちゃん」になってしまう。それだけは本当に嫌だ。原動力をくれてありがとう。
1,"久しぶりにskoop on somebodyを目にする機会があって、うわもうかっこえええええええぇぇぇぁぁ""…って、泣きそうになってる。てか泣いてる。何もかもが好き。"
2,ええ感じにちょっと歳いってでも体めっちゃ仕上がってんのも、髪型も何もかも、無理してなくてほんまにかっこいい。。
1,なんかの間違いで会ってしまった時のこと脳内再生してみたらおかしくなりそうになって涙でた
1,自分のことだけしてればよくなって２日。元々自由にしていたつもりだったけど、なくなって初めて自分には他人のための日課がいくつもあったのだと気づく。それでも雑用に追われているのだけど、ふと、こうして静かに物を思う時間ができる。物心ついてからこれまでずっとしてきたこと。
2,さて今日は朝からよく働いた。一日中好きなものを食べていたし、溜まっていた仕事も一件完了、残りの見通しもついた。映画も一本、youtubeたくさん、漫画も読んだし勉強も少しした。緑の世話もしたし、好きな人たちを思い浮かべて楽しくなったりもした。パンパンのお腹としあわせに眠るるるる
1,今さらゴシップガールにはまっておる。
1,しまった。うっかりミックスリストをかけてしまった。繊細なファルセットとシンセサイザーの高音が心をかきむしる。宇多田ヒカルって人を切なくさせる天才やな。
1,思い出が押し寄せてくる。 それを処理できる歳になったということか。
1,それらを穏やかに受け止められている自分の成長が嬉しい
1,気分が沈んだので憂さ晴らしに買い物に行き、買った服を早速着て街に繰り出し５時間踊り続けたらようやくスッキリして、四時間睡眠で肉体労働のあと深夜２時まで泣きながらデスクワーク仕上げた俺、まだいけるな。
1,思えばいつからか、やりたいことよりやった方がよいこと、やらなくてはいけないことばかりに気をとられ、うまくいかなかったといっては無用に傷ついてきた気がする。 良くない癖から抜け出しつつある今は幸せだと思う。
1,新しい服を自分のためだけに買ったり、翌日が仕事でも、ちょっとでもピント来たことには乗っかってみたり。 そろそろ行動指針を「自分を喜ばせる」にシフトしてもいい時期が来たような気配を感じてる。
1,"自分の親ほどの歳の人に勧められたラブソングにあった、 ""信じられないような魔法""を感じたことがあるかと尋ねたらyesの返事が来て泣きそうになった"
1,きっと私が見たことのない景色を見て、感じたことのない深い感情や思考を味わってここまで来てるであろう彼らから出る愛を語る言葉は、肯定するそれだけでそれを思わせて胸を震わせる
1,願えば叶うときくので、言います。 GLAYのライブに行きたい！あとメジャーデビューからyukihiro参加前後の曲のみで構成されたラルク!あと、B'z!
1,生きてるだけで丸儲け。どんな生き方でも今日も明日も生きようとしてるだけでとりあえずオッケー
1,ハードル下げるってだいじ
1,生きれててラッキーとも思うし生きて人生をなんとか紡ごうとしてる自分偉いやんとも思うし、もうちょっと頑張りーやと思うこともあるけど、結局総じたら結構がんばってるんちゃう。と思う
1,つい数日前と数週間前と数ヵ月前から始めた勉強が重なって絡まりあって忙しい。整理しなくちゃ
1,昔なじみのお客さんをカット後ちょっと付き合わない？と初めての三軒茶屋。気のいいマスターの作るちょうどいいうまい料理とその安さに驚き、イマドキ会社員目線からのビジネスアイデアをもらい、雑居ビルの屋上で音楽と風に吹かれた。 昔住んでた街の居心地のよさを思い出した夜。
1,全く落ち着きがないのになぜこんなにも色気がある？ 宮本浩次という男。
1,バター買った 明日飲むヨーグルト買う 
1,飲むヨーグルトに追加でアイスも買っておくか 
1,サレタガワのブルーいい感じに胸くそ悪いぜ！！！！！！！！！！！ 
1,まあ色々言われてはいるがやらないよりはね 
1,昨日20時くらいから寝たり起きたりしてるから体軽い 
1,イクラが手洗えになってる 
1,クッソョンハハァンデほしいな 
1,ゆきりぬはすっぴんブスのフリしてるけれどメガネの度がヤバくて目が小さく見えるだけでメガネ外したら普通に可愛い これはまさに詐欺 
1,クッソョンハァンデが欲しいけどランコムの新しいリキファン気になりつつこれからの季節はパウダーの方がいいかなあとかまあまだ暖かくなるまでに時間あるかしら…ウーン 
1,"自然派界隈で言うところの""""""好転反応""""""が出ている "
2,綾鷹から濃い味出てるじゃん 
1,マックのポテイト食いて 
2,お外めっちゃ春 
2,バリも行きたいっすね… 
2,スプリングやしスプリングなコートほしい 
2,高級牛乳買ってから寝る前に牛乳を1杯飲むようにしてるんですけど、体調がまるで違いますね こんな元気になる？牛乳って 
2,トリュフオイルが手に入ればQOL爆上げ間違いなしなのでは 
1,これがあった広めのガチャガチャコーナー、私がガチャガチャするまでみんな通り過ぎるだけだったのに私が熱心に回し始めたら何人か大人集まってきて何か面白いやつあるかな〜って見てまわってた みんな本当はやりたいけど恥ずかしくて出来ないのかな 
2,コナンの最新作事変歌っとるやん！！！！！！！！！！！！ 
1,うわあああん豆柴カホィいきたい 
1,単色シャドウほしいな 
2,ひと足お先に右の方飲んじゃお〜〜〜〜 
2,いやなんだ？砂糖を入れないミルキーというか甘くないクリープみたいな とにかくすごい 
2,うんまなにこれ 
2,えっまってまってこの高級牛乳やばい 飲むモッツァレラチーズ 
2,ちょっとコレ本当にやばいな 冗談抜きで美味すぎるこの牛乳 
2,木次パスチャライズ牛乳美味すぎて1日1本消費 
2,わあいいなあ いい写真だ 
1,タッソさんがバズってる 
1,最近ずっと夜寝る時ねこちゃんと一緒に寝てるんですけど、一緒に寝るようになってからもう可愛さしかない。お前ずっと寂しかったんだな…夜寝る時も1人。日中も誰もいない。夜中寝る時居てあげるだけで満たされキャット感がまるで違う。まだ他人に対しては警戒心強いし陰キャだけど。 
1,でも夢に出てくるのはいつも伊沢TAXI 
1,たろさんがQuizKnockガチ勢なの笑うんよな 周りにこんなにQuizKnock見てる人いない 
2,ほもすてさんのbio見たら好きなものと嫌いなものでとてもニッコリしてしまった 
2,暫くリキファン使ってたからそろそろパウダー〜ホアンディシャン欲しいなあと思ってアットコスメ見てたらMAQuillAGEが1位だったんだけど資生堂あんまり肌に合わんしなと悩んで LIPSでランキングみたらぽるじょのパウファン1位だったからママこれほしい〜〜〜〜〜〜になった 
1,楽しそうすぎる 
1,ご遠慮願いますのところ好き 
1,マジかよボーボボ見なきゃ 
2,夫、どうぶつの森興味なかったのにCM見て「土木工事できるじゃん！！！！！川作ってる！！！！」って言ってて一気に興味持ったの笑ってしまった(職業病) 
1,ラーメソ食いたい 
1,お出かけしたさある 
1,春はおでかけ 
1,夫がドブ鬱の森買った 
1,「世界一のダムを作ってやるぜ！」「(島の地形は)川が1番多いやつにしよう」本気で土木工事するつもりや 
2,最近ヨビノリたくみスチですね…………スーツかっこいいね…… 
1,すーーーっごく今更ながらずっとやりたかったバイオ4を買った 
2,ウオオオオオオオオオ 
2,バイオおもしろいわ 
2,どうぶつの森初プレイ夫「これローン返さなかったらどうなるの？地下労働施設に送られたりしない？」 
2,はやく帰ってバイオやる〜〜〜〜 
2,就寝前牛乳教教祖になって数日経ちますが、デスクワーク始めて3秒で意識不明になることが無くなりました 
2,木次パスチャライズ牛乳うますぎるから毎日牛乳売り場に粘着してる 本日買えました 
1,うおおおお〜〜〜〜〜よかったな〜〜！ 
1,悪い大人なので本日は一口モッツァレラにオリーブオイルと塩と味の素かけただけのやつを食べたいと思います 
1,ウメボシステイン 
1,牛乳飲むと体の調子が良くなるとわかってから体が牛乳を欲する度合いがマジでヤバい 禁断症状が出る 
1,和牛商品券、利権だなんだと叫ばれる中正直私は欲しい…と思ってしまったんですね… 
1,入院てなって負担される公費分考えるとこれメッチャいい案な気がするな 
1,引きこもりま〜〜〜〜〜ス 
1,来週自宅待機になった〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜 
1,クスッとした 
1,焼きたてのパンが食べたいわね 
1,月寒あんぱん！！！！！ 
1,買って職場に持っていこうかな〜 日持ちするし 
1,ラクレット美味そうだけどたかーい… 
1,タレに漬けたジンギスカンくいて〜 
1,マックのポテトが食いたい… 
1,おうちで優雅に焙煎挽きたてのコーヒーを頂いている 
1,夫テレワークで私は自宅待機ニートなのでコーヒー淹れたりお昼ご飯作ってる。私ってば優秀〜 
1,薬屋のひとりごと、アニメ化するんじゃないかなあと思っている 面白いもんね 
1,なんかバイオ4は進めていてスゲ〜楽しい〜〜〜！！！！って夢中になってたけどre2はもうホントやりたくない………入りたくないこの部屋……まだ終わらないの……ってなりながらやってた プレイ時間6時間くらいとかいうの見たからそれくらいかと思ってたから18時間かかってるし 
1,光の速さでバイオ6買った 
1,天才です よろしくお願いします 
1,ベッキーが視聴者の気持ち全部ズバズバ言ってくれるからな〜〜〜〜〜〜 
1,あいのりやっぱおもしれえな！ 
1,サツドラやるやん 全部のドラスト真似して欲しい 
1,あいのりアフリカンジャーニー一気見してしまった 
1,そういえば来週も自宅待機になりました 
2,テラスハウス食わず嫌いで見てなかったんだけど面白いわ！笑 
1,夫がテラハにどハマりした（沼に落とした） 
1,中華料理作る時にいっつも料理酒使ってたんだけど、紹興酒にするだけで全然違うよ！と言われて騙されたと思って使ってみたらもう紹興酒しか使えなくなってしまった 
1,猫のはなくそ取るの楽しい 
1,5月まで自宅待機かねこれは 
1,Twitterの広告に出てくるCHANELのクッソョンハァンデ気になりすぎる 
2,あとやっぱりパウダリーはぽるじょがきになる 
1,テラハに出てくるナオン、みんな肌がツヤツヤすぎてマジどうなってんのって感じ 
1,名古屋はええよやっとかめいきなり流行りだしたな 
1,X落とせるようになるんかな 
1,ランジエリノベの変更来るの 
1,奇襲はちょっと使えそうかな 
1,おさんぽがてらハミマのいちごみるく探しに行くか 
1,おそとあったか 上着いらない 
1,これ上級国民飲料ですわ 
1,これ斗缶で売った方がいいよ 
2,ハミマのいちごみるくうーーー〜ー〜ーーーーーーーーーーーーーーーーーーーーーー〜ー〜〜〜〜〜〜〜〜っまwwwwwwwwwwwwwwwwwwwwwwww 
1,GW明けまで自宅待機決定 
1,ヒカキンすごwww 
1,こんな悪い顔しながらたこ焼き食う人ボリスくらいでしょ 
1,ラクーンシティにおる 
1,バイオ楽しくなってきちゃった 
1,精度の高い抗体検査があるなら受けたいかなあ 
1,1000万円とか500万円寄付してる人いてすごい 
1,教祖、ニンマリ 
1,ここ4、5日間くらい生活リズム終わってたんだけど今日の朝方4時くらいに牛乳飲んで寝たら8時に起きたのに超元気 
1,生活リズムガタガタだったのが昨日普通に23時に眠くなって6時に目覚めるという。仕事もないからアラームかけてないのに。メチコ飲んでた時より余程効果ある牛乳 
1,目盛り合わせるのもチップ外すのもかたいんだよなあ エッペンがあればエッペン使ってしまう 
1,周回すると何処にゾンビ出るとか何処のゾンビを殺しておいた方がいいか無視して問題ないか理解出来てくるけどタイラントはよく分かんなかった 激ウザシステムだけどあの没入感と臨場感はタイラントのお陰だったと思う 
1,逃げ込む先は暗室をよく使っていたんだけど丁度タイラントに見つかるか見つからないかのタイミングでドアに挟むのが楽しくてキャッキャしてた 
1,クレアの方が難易度高いと思って最初レオンやったらゾンビクッソ怖いし驚かしてくるし暗くてよく見えないしゲームでこんなに体力と精神力消耗するのかとか、マップ覚えるの苦手だから全然進められなくて時間かかるし挫折しそうになったけどなんとか表裏全部終わってよかった 
1,すごい 音楽作成ソフトの音源のクオリティに感動したから老後はこの高い音源買って音楽創って暇潰すことにする 
1,老後の趣味は音楽作成とコーヒー豆買い漁って飲むことになりたい 
1,老後は宝くじ当てて楽器買って1人オーケストラやる予定だったんだけど楽器買って練習するより高い音楽作成ソフト使った方が色々コスパいいもんな 
